,age,age_onset,birthplace,english_learning_method,english_residence,file_present,filename,length_of_english_residence,native_language,sex,speakerid
940,40,37,"al ras, saudi arabia",academic,usa,TRUE,arabic117,3,arabic,male,2253
941,40,13,"riyadh, saudi arabia",academic,"australia, usa",TRUE,arabic118,3,arabic,male,2254
942,29,13,"jiddah, saudi arabia",academic,"uk, usa",TRUE,arabic119,17,arabic,male,2256
943,31,13,"riyadh, saudi arabia",academic,usa,TRUE,arabic120,3,arabic,male,2257
944,28,5,"riyadh, saudi arabia",academic,usa,TRUE,arabic121,3,arabic,male,2258
945,25,2,"cochabamba, bolivia",naturalistic,usa,TRUE,spanish170,23,spanish,male,2259
946,23,8,"guayaquil, ecuador",academic,usa,TRUE,spanish171,10,spanish,female,2260
947,31,28,"sabt alalaya, saudi arabia",academic,usa,TRUE,arabic122,6,arabic,male,2268
948,23,13,"nanjing, china",academic,,TRUE,mandarin67,0,mandarin,male,2274
949,28,11,"la union, el salvador",academic,usa,TRUE,spanish172,17,spanish,male,2279
950,23,10,"dongyang, zhejiang, china",academic,,TRUE,mandarin68,0,mandarin,male,2281
951,22,12,"taizhou, jiangsu, china",academic,,TRUE,mandarin69,0,mandarin,male,2282
952,31,24,"ambato, ecuador",academic,usa,TRUE,spanish173,1,spanish,female,2288
953,21,8,"shanghai, china",academic,usa,TRUE,mandarin70,2,mandarin,female,2291
954,20,6,"chengdu, sichuan, china",academic,usa,TRUE,mandarin71,0.2,mandarin,female,2294
955,26,7,"falcon, venezuela",academic,usa,TRUE,spanish174,5,spanish,female,2298
956,20,12,"rio piedras, puerto rico",academic,usa,TRUE,spanish175,2,spanish,female,2300
957,26,12,"riyadh, saudi arabia",academic,usa,TRUE,arabic123,0.3,arabic,male,2304
958,22,10,"taichung, taiwan",academic,usa,TRUE,mandarin72,10,mandarin,female,2306
959,42,17,"geulmim, morocco",academic,usa,TRUE,arabic124,18,arabic,male,2310
960,69,12,"beersheba, israel",academic,usa,TRUE,arabic125,12,arabic,male,2311
961,51,10,"beersheba, israel",academic,usa,TRUE,arabic126,24,arabic,male,2312
962,51,14,"tarshiha-maalot, israel",academic,usa,TRUE,arabic127,24,arabic,female,2313
963,55,6,"panama city, panama",academic,usa,TRUE,spanish176,26,spanish,male,2317
964,27,10,"chengdu, sichuan, china",academic,usa,TRUE,mandarin73,10,mandarin,female,2319
965,40,13,"riyadh, saudi arabia",academic,usa,TRUE,arabic128,1.3,arabic,male,2321
966,19,13,"shenzhen, china",naturalistic,usa,TRUE,mandarin74,4,mandarin,male,2323
967,48,17,"sonsonate, el salvador",naturalistic,usa,TRUE,spanish177,26,spanish,female,2328
968,48,11,"ramallah, palestine",academic,usa,TRUE,arabic129,20,arabic,male,2331
969,20,13,"taipei, taiwan",naturalistic,usa,TRUE,mandarin75,6.5,mandarin,male,2332
970,41,30,"chalatenango, el salvador",naturalistic,usa,TRUE,spanish178,11,spanish,female,2335
971,55,38,"san miguel, el salvador",naturalistic,usa,TRUE,spanish179,17,spanish,female,2336
972,50,35,"cochabamba, bolivia",naturalistic,usa,TRUE,spanish180,16,spanish,male,2338
973,31,12,"unizah, saudi arabia",academic,usa,TRUE,arabic130,4.5,arabic,male,2344
974,20,17,"riyadh, saudi arabia",academic,usa,TRUE,arabic131,4,arabic,male,2345
975,29,12,"zhengzhou, henan, china",academic,usa,TRUE,mandarin76,5,mandarin,male,2348
976,20,8,"jingjiang, jiangsu, china",academic,,TRUE,mandarin77,0,mandarin,female,2355
977,20,6,"ganzhou, jiangxi, china",academic,,TRUE,mandarin78,0,mandarin,female,2360
978,21,0,"fairfax, virginia, usa",naturalistic,usa,TRUE,english588,21,english,female,2361
979,48,0,"gloucester, uk",naturalistic,uk,TRUE,english589,21,english,male,2362
980,55,30,"lima, peru",naturalistic,usa,TRUE,spanish181,24,spanish,female,2364
981,19,2,"johor bahru, malaysia",academic,australia,TRUE,mandarin79,0.1,mandarin,female,2365
982,44,20,"trujillo, peru",academic,usa,TRUE,spanish182,20,spanish,male,2367
983,27,16,"bogota, colombia",academic,usa,TRUE,spanish183,11,spanish,female,2370
984,26,13,"lima, peru",academic,usa,TRUE,spanish184,11,spanish,male,2371
985,30,12,"san salvador, el salvadore",academic,usa,TRUE,spanish185,18,spanish,female,2372
986,33,14,"tegucigalpa, honduras",academic,usa,TRUE,spanish186,19,spanish,male,2373
987,19,0,"lakeland, florida, usa",naturalistic,usa,TRUE,english590,19,english,female,2374
988,20,0,"colorado springs, colorado, usa",naturalistic,usa,TRUE,english591,20,english,female,2375
989,29,0,"miami, florida, usa",naturalistic,usa,TRUE,english592,29,english,female,2376
990,24,0,"boston, massachusetts, usa",naturalistic,usa,TRUE,english593,24,english,female,2377
991,20,0,"richmond, virginia, usa",naturalistic,usa,TRUE,english594,20,english,female,2378
992,21,0,"leesburg, virginia, usa",naturalistic,usa,TRUE,english595,21,english,female,2379
993,22,0,"baltimore, maryland, usa",naturalistic,usa,TRUE,english596,22,english,female,2380
994,26,0,"fairfax, virginia, usa",naturalistic,usa,TRUE,english597,26,english,male,2381
995,29,0,"mitchell, south dakota, usa",naturalistic,usa,TRUE,english598,29,english,male,2382
996,20,1,"alexandria, virginia, usa",naturalistic,usa,TRUE,english599,20,english,female,2383
997,32,0,"portland, oregon, usa",naturalistic,usa,TRUE,english600,28,english,female,2385
998,29,19,"cairo, egypt",naturalistic,usa,TRUE,arabic132,11,arabic,female,2387
999,32,6,"santurce, puerto rico",academic,usa,TRUE,spanish187,8,spanish,female,2393
1000,54,28,"panama city, panama",naturalistic,usa,TRUE,spanish188,26,spanish,female,2396
1001,42,18,"santa clara, san vicente, el salvador",academic,usa,TRUE,spanish189,27,spanish,male,2397
1002,24,12,"abha, saudi arabia",academic,,TRUE,arabic133,0,arabic,female,2399
1003,41,6,"bogota, colombia",academic,usa,TRUE,spanish190,7,spanish,male,2401
1004,49,0,"fairfax, virginia, usa",naturalistic,usa,TRUE,english601,49,english,male,2404
1005,41,0,"new york, new york, usa",naturalistic,usa,TRUE,english602,41,english,female,2405
1006,29,13,"abha, saudi arabia",academic,usa,TRUE,arabic134,0.1,arabic,female,2407
1007,34,12,"riyadh, saudi arabia",academic,usa,TRUE,arabic135,1,arabic,female,2410
1008,19,14,"cardiff, wales, uk",naturalistic,usa,TRUE,arabic136,5,arabic,female,2411
1009,21,10,"xi'an, shanxi, china",academic,usa,TRUE,mandarin80,1,mandarin,male,2413
1010,22,10,"suzhou, jiangsu, china",academic,usa,TRUE,mandarin81,0.1,mandarin,female,2414
1011,23,13,"wuhai, china",academic,usa,TRUE,mandarin82,0.1,mandarin,female,2418
1012,26,12,"zhengzhou, henan, china",academic,usa,TRUE,mandarin83,1,mandarin,female,2419
1013,24,10,"zhengzhou, henan, china",academic,usa,TRUE,mandarin84,1,mandarin,female,2420
1014,23,10,"changsha, hunan, china",academic,usa,TRUE,mandarin85,1,mandarin,female,2421
1015,22,7,"shenyang, liaoning, china",academic,usa,TRUE,mandarin86,0.1,mandarin,female,2423
1016,20,7,"al-ayn, united arab emirates",academic,usa,TRUE,arabic137,0.7,arabic,male,2425
1017,25,12,"riyadh, saudi arabia",academic,usa,TRUE,arabic138,0.2,arabic,male,2426
1018,28,5,"khartoum, sudan",academic,usa,TRUE,arabic139,23,arabic,male,2427
1019,18,0,"los angeles, california, usa",naturalistic,usa,TRUE,english603,18,english,male,2428
1020,26,6,"taif, saudi arabia",academic,usa,TRUE,arabic140,2,arabic,female,2433
1021,38,12,"bogota, colombia",academic,usa,TRUE,spanish191,2,spanish,female,2434
1022,22,7,"lanzhou, gansu, china",academic,usa,TRUE,mandarin87,1,mandarin,female,2435
1023,35,12,"cairo, egypt",academic,australia,TRUE,arabic141,12,arabic,male,2437
1024,21,0,"brisbane, queensland, australia",naturalistic,australia,TRUE,english604,21,english,female,2438
1025,25,0,"cairns, queensland, australia",naturalistic,australia,TRUE,english605,21,english,male,2439
1026,19,0,"southport, australia",naturalistic,australia,TRUE,english606,19,english,female,2440
1027,25,0,"narrabri, new south wales, australia",naturalistic,australia,TRUE,english607,25,english,female,2441
1028,18,0,"brisbane, queensland, australia",naturalistic,australia,TRUE,english608,18,english,male,2442
1029,20,0,"narrandera, new south wales, australia",naturalistic,australia,TRUE,english609,20,english,female,2443
1030,20,0,"townsville, queensland, australia",naturalistic,australia,TRUE,english610,20,english,female,2444
1031,19,0,"brisbane, queensland, australia",naturalistic,ausstralia,TRUE,english611,19,english,male,2445
1032,23,8,"anqing, anhui, china",academic,,TRUE,mandarin88,0,mandarin,male,2447
1033,19,12,"taiyuan, shanxi, china",academic,usa,TRUE,mandarin89,1,mandarin,male,2448
1034,25,13,"almajmaah, saudi arabia",academic,"canada, uk, usa",TRUE,arabic142,0.5,arabic,male,2452
1035,27,8,"chengdu, sichuan, china",academic,usa,TRUE,mandarin90,0.8,mandarin,male,2461
1036,22,13,"tongcheng, anhui, china",academic,,TRUE,mandarin91,0,mandarin,male,2463
1037,40,10,"cordoba, argentina",academic,uk,TRUE,spanish192,1,spanish,male,2466
1038,75,5,"david, panama",academic,usa,TRUE,spanish193,54,spanish,female,2467
1039,23,10,"huai'an, jiangsu, china",academic,,TRUE,mandarin92,0,mandarin,female,2469
1040,20,12,"medina, saudi arabia",academic,usa,TRUE,arabic143,1,arabic,female,2470
1041,27,18,"cochabamba, bolivia",naturalistic,usa,TRUE,spanish194,9,spanish,male,2471
1042,22,6,"xi'an, shanxi, china",academic,usa,TRUE,mandarin93,0.3,mandarin,female,2474
1043,55,15,"guatemala city, guatemala",academic,usa,TRUE,spanish195,27,spanish,female,2475
1044,23,8,"baotou, inner mongolia, china",academic,usa,TRUE,mandarin94,0.3,mandarin,male,2477
1045,32,29,"laayoune, morocco",academic,usa,TRUE,arabic144,3,arabic,male,2479
1046,60,26,"san cristobal, dominican republic",naturalistic,usa,TRUE,spanish196,31,spanish,female,2482
1047,29,11,"yangxin, hubei, china",academic,usa,TRUE,mandarin95,2,mandarin,female,2483
1048,22,9,"riyadh, saudi arabia",academic,usa,TRUE,arabic145,5,arabic,female,2488
1049,20,3,"madrid, spain",academic,usa,TRUE,spanish197,0.3,spanish,female,2491
1050,27,9,"qingdao, shandong, china",academic,usa,TRUE,mandarin96,5.4,mandarin,female,2494
1051,38,19,"tejupilco, mexico",academic,usa,TRUE,spanish198,23,spanish,female,2496
1052,18,2,"san juan, puerto rico",academic,usa,TRUE,spanish199,0.3,spanish,male,2507
1053,30,17,"bogota, colombia",academic,usa,TRUE,spanish200,12,spanish,female,2521
1054,28,11,"jiujiang, jiangxi, china",academic,hong kong,TRUE,mandarin97,1.5,mandarin,female,2523
1055,25,11,"nanchang, jiangxi, china",academic,australia,TRUE,mandarin98,1.5,mandarin,female,2524
